Your, Name, 
Rule:,0422421123243
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.8376485050181541,2.1339375660949167,0.0,
1,3,,0.912,0.8461538461538461,2.099949681850239,2.2577560641285177,0.0,
2,2,,0.864,0.7692307692307692,2.1765063402739364,2.2954656791802917,0.0,
3,5,,0.72,0.6923076923076923,2.207338207197582,2.2577560641285177,0.0,
4,10,,0.6719999999999999,0.6153846153846154,2.155342849981251,2.133937566094917,0.0,
5,8,,0.552,0.5384615384615384,1.7797517738871975,1.8339272176418302,0.0,
6,9,,0.472,0.46153846153846156,1.494436666387823,1.669180336866731,0.0,
7,6,,0.31999999999999995,0.3846153846153846,1.2690199208539252,1.4885252948977485,0.0,
8,7,,0.17600000000000005,0.3076923076923077,0.7181985232362835,1.1401156785146092,0.0,
9,4,,0.05600000000000005,0.23076923076923073,0.3444910460298935,0.9912642605354289,0.0,
10,11,,0.03200000000000003,0.15384615384615385,0.23028557096297186,0.7732283485249176,0.0,
11,12,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0,
12,1,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,21
Rule:,0221211422314
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.7375123677809952,2.038159681645953,0.0,
1,8,,0.872,0.8461538461538461,2.0426887338540642,2.161978179679554,0.0,
2,7,,0.728,0.7692307692307692,1.816583823077397,2.103909910282364,0.0,
3,11,,0.704,0.6923076923076923,1.8273925873504187,2.103909910282364,0.0,
4,10,,0.656,0.6153846153846154,1.6268339079936815,1.8262452584026092,0.0,
5,9,,0.5760000000000001,0.5384615384615384,1.568307803558037,1.7758589482446405,0.0,
6,3,,0.496,0.46153846153846156,1.530924206853498,1.669180336866731,0.0,
7,6,,0.344,0.3846153846153846,1.3144481692864693,1.4885252948977485,0.0,
8,4,,0.22399999999999998,0.3076923076923077,1.0155481188133364,1.352030101757953,0.0,
9,1,,0.19999999999999996,0.23076923076923073,0.9261519325999987,1.1451104143815827,0.0,
10,5,,0.05600000000000005,0.15384615384615385,0.3444910460298935,0.7732283485249176,0.0,
11,12,,0.04800000000000004,0.07692307692307687,0.2778395739583094,0.39124356362925566,0.0,
12,2,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,22
Rule:,0134431212111
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9913273357969852,2.045841640885174,0.0,
1,12,,0.984,0.8461538461538461,2.031181944198796,2.1920058354921066,0.0,
2,6,,0.832,0.7692307692307692,2.314887716533636,2.2577560641285177,0.0,
3,3,,0.752,0.6923076923076923,2.2841007250664456,2.1619781796795534,0.0,
4,7,,0.608,0.6153846153846154,2.122868406099143,2.038159681645953,0.0,
5,8,,0.488,0.5384615384615384,1.9347339653903828,1.9877733714879842,0.0,
6,10,,0.43999999999999995,0.46153846153846156,1.7944136759358171,1.8810947601100747,0.0,
7,5,,0.29600000000000004,0.3846153846153846,1.435606906008188,1.7004397181410922,0.0,
8,2,,0.248,0.3076923076923077,1.1780741491018771,1.352030101757953,0.0,
9,4,,0.128,0.23076923076923073,0.6740951058310028,0.9912642605354289,0.0,
10,1,,0.10399999999999998,0.15384615384615385,0.562600926890177,0.7732283485249176,0.0,
11,9,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0,
12,11,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,23
Rule:,0211412412121
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.5961699873250583,1.7381493331928664,0.0,
1,1,,0.968,0.8461538461538461,1.6883692320696488,1.8339272176418302,0.0,
2,2,,0.92,0.7692307692307692,1.8307675136505766,1.922023142851573,0.0,
3,5,,0.776,0.6923076923076923,1.9972167346105523,1.95006375643621,0.0,
4,6,,0.624,0.6153846153846154,1.8806930982339902,1.8843135277997989,0.0,
5,12,,0.616,0.5384615384615384,1.8759522212119126,1.8339272176418302,0.0,
6,10,,0.5680000000000001,0.46153846153846156,1.8343358675752184,1.7272486062639207,0.0,
7,7,,0.42400000000000004,0.3846153846153846,1.6294636437166745,1.5465935642949384,0.0,
8,11,,0.4,0.3076923076923077,1.5651407133456026,1.352030101757953,0.0,
9,4,,0.28,0.23076923076923073,1.0971245697587875,0.9912642605354289,0.0,
10,3,,0.19999999999999996,0.15384615384615385,0.9161182137782959,0.7732283485249176,0.0,
11,8,,0.07999999999999996,0.07692307692307687,0.4021791902022729,0.39124356362925566,0.0,
12,9,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,24
Rule:,0132221421113
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.7327229695652433,2.038159681645953,0.0,
1,7,,0.848,0.8461538461538461,1.6875071877295111,1.8843135277997989,0.0,
2,3,,0.768,0.7692307692307692,1.7796181603656092,1.922023142851573,0.0,
3,4,,0.648,0.6923076923076923,1.7978553742411694,1.8843135277997989,0.0,
4,1,,0.624,0.6153846153846154,1.7929569891985877,1.8843135277997989,0.0,
5,11,,0.6,0.5384615384615384,1.7831106408617488,1.8339272176418302,0.0,
6,10,,0.552,0.46153846153846156,1.7481057655648262,1.7272486062639207,0.0,
7,8,,0.43200000000000005,0.3846153846153846,1.5879952540709121,1.5465935642949382,0.0,
8,9,,0.352,0.3076923076923077,1.454195424906506,1.352030101757953,0.0,
9,5,,0.20799999999999996,0.23076923076923073,0.9124369838803852,0.9912642605354289,0.0,
10,2,,0.16000000000000003,0.15384615384615385,0.6801330677791191,0.7732283485249176,0.0,
11,6,,0.008000000000000007,0.07692307692307687,0.06722154475830686,0.39124356362925566,0.0,
12,12,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,25
Rule:,0432341121222
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9652409776330413,2.1339375660949167,0.0,
1,5,,0.848,0.8461538461538461,2.01942622259914,2.133937566094917,0.0,
2,2,,0.8,0.7692307692307692,2.0054224222414296,2.0758692966977272,0.0,
3,3,,0.72,0.6923076923076923,2.0054224222414296,2.103909910282364,0.0,
4,1,,0.696,0.6153846153846154,1.8842908029164782,1.8262452584026092,0.0,
5,4,,0.5760000000000001,0.5384615384615384,1.519849365741554,1.5262349099495225,0.0,
6,9,,0.496,0.46153846153846156,1.4824657690370149,1.4195562985716133,0.0,
7,7,,0.352,0.3846153846153846,1.2831052627944801,1.2389012566026305,0.0,
8,11,,0.32799999999999996,0.3076923076923077,1.2396020296311707,1.1401156785146092,0.0,
9,6,,0.17600000000000005,0.23076923076923073,0.6712478853829508,0.7793498372920852,0.0,
10,12,,0.16800000000000004,0.15384615384615385,0.6531091121418667,0.6193821946787638,0.0,
11,8,,0.04800000000000004,0.07692307692307687,0.2778395739583094,0.39124356362925566,0.0,
12,10,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,26
Rule:,0332423112133
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9725419568171936,2.0758692966977272,0.0,
1,2,,0.944,0.8461538461538461,2.117638619808621,2.199687794731328,0.0,
2,8,,0.8240000000000001,0.7692307692307692,2.2587232227102416,2.199687794731328,0.0,
3,5,,0.6799999999999999,0.6923076923076923,2.244427666131322,2.161978179679554,0.0,
4,1,,0.656,0.6153846153846154,2.2261656423366127,2.133937566094917,0.0,
5,7,,0.512,0.5384615384615384,1.9548354973272928,1.9877733714879842,0.0,
6,6,,0.36,0.46153846153846156,1.5713367372445592,1.8810947601100747,0.0,
7,3,,0.28,0.3846153846153846,1.3689907362060945,1.7004397181410922,0.0,
8,12,,0.272,0.3076923076923077,1.3314113674815018,1.505876255604107,0.0,
9,10,,0.22399999999999998,0.23076923076923073,1.071631700043557,1.1451104143815827,0.0,
10,11,,0.19999999999999996,0.15384615384615385,0.916118213778296,0.7732283485249176,0.0,
11,9,,0.12,0.07692307692307687,0.5293608652873644,0.39124356362925566,0.0,
12,4,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,27
Rule:,0233223411221
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9743572636577735,2.075869296697727,0.0,
1,12,,0.984,0.8461538461538461,2.0072774870761756,2.133937566094917,0.0,
2,8,,0.864,0.7692307692307692,2.1303995310300854,2.075869296697727,0.0,
3,5,,0.72,0.6923076923076923,2.2001066469069146,2.103909910282364,0.0,
4,9,,0.64,0.6153846153846154,1.9249930245638114,1.8262452584026092,0.0,
5,10,,0.5920000000000001,0.5384615384615384,1.8768569731586016,1.7758589482446405,0.0,
6,7,,0.44799999999999995,0.46153846153846156,1.4197702127491154,1.4572659136233872,0.0,
7,6,,0.29600000000000004,0.3846153846153846,1.1684350981145983,1.3346791410515946,0.0,
8,1,,0.272,0.3076923076923077,1.1156405863897432,1.198183947911799,0.0,
9,4,,0.15200000000000002,0.23076923076923073,0.7104686391751864,0.9912642605354289,0.0,
10,2,,0.10399999999999998,0.15384615384615385,0.562600926890177,0.7732283485249176,0.0,
11,3,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0,
12,11,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,28
Rule:,0433322321214
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.5978691133430585,2.161978179679554,0.0,
1,5,,0.848,0.8461538461538461,1.967270322674871,2.257756064128518,0.0,
2,9,,0.768,0.7692307692307692,1.8327103445180652,2.1996877947313282,0.0,
3,4,,0.648,0.6923076923076923,1.8552183717004027,2.199687794731328,0.0,
4,6,,0.496,0.6153846153846154,1.7294968833538973,2.133937566094917,0.0,
5,10,,0.44799999999999995,0.5384615384615384,1.6392229202101154,1.9877733714879842,0.0,
6,3,,0.368,0.46153846153846156,1.530616080185366,1.8810947601100745,0.0,
7,7,,0.22399999999999998,0.3846153846153846,1.1493077475999305,1.7004397181410922,0.0,
8,2,,0.17600000000000005,0.3076923076923077,0.8852418787727852,1.352030101757953,0.0,
9,11,,0.15200000000000002,0.23076923076923073,0.7276808677194719,0.9912642605354289,0.0,
10,1,,0.128,0.15384615384615385,0.595100681983585,0.7732283485249176,0.0,
11,8,,0.008000000000000007,0.07692307692307687,0.06722154475830686,0.39124356362925566,0.0,
12,12,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,29
Rule:,0341112432444
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9878385251471835,2.1339375660949167,0.0,
1,1,,0.968,0.8461538461538461,2.0554808538818543,2.1339375660949167,0.0,
2,11,,0.944,0.7692307692307692,2.1174181860907755,2.199687794731328,0.0,
3,6,,0.792,0.6923076923076923,2.158235943631262,2.103909910282364,0.0,
4,3,,0.712,0.6153846153846154,2.181904032696113,2.038159681645953,0.0,
5,12,,0.704,0.5384615384615384,2.1798311789152307,1.9877733714879842,0.0,
6,4,,0.5840000000000001,0.46153846153846156,2.081697299697644,1.8230264907128848,0.0,
7,10,,0.536,0.3846153846153846,2.0323179835127276,1.7004397181410922,0.0,
8,2,,0.488,0.3076923076923077,1.9582647651826899,1.505876255604107,0.0,
9,9,,0.40800000000000003,0.23076923076923073,1.6200226203213406,1.1451104143815827,0.0,
10,8,,0.28800000000000003,0.15384615384615385,1.1541236813986258,0.7732283485249176,0.0,
11,5,,0.14400000000000002,0.07692307692307687,0.5946193440950123,0.39124356362925566,0.0,
12,7,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,30
Rule:,0121133114442
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.7266894100265786,2.133937566094917,0.0,
1,8,,0.872,0.8461538461538461,2.0762184309282863,2.2577560641285177,0.0,
2,12,,0.864,0.7692307692307692,2.0654571601188505,2.199687794731328,0.0,
3,4,,0.744,0.6923076923076923,2.1453822213819325,2.199687794731328,0.0,
4,1,,0.72,0.6153846153846154,2.140976159072384,2.133937566094917,0.0,
5,3,,0.64,0.5384615384615384,2.0764865914715016,1.9877733714879842,0.0,
6,5,,0.496,0.46153846153846156,1.9373178388889705,1.8230264907128848,0.0,
7,7,,0.352,0.3846153846153846,1.4421133186713846,1.4885252948977485,0.0,
8,9,,0.272,0.3076923076923077,1.2301120044155491,1.352030101757953,0.0,
9,11,,0.248,0.23076923076923073,1.1428920860878478,1.1451104143815827,0.0,
10,10,,0.19999999999999996,0.15384615384615385,0.8809361507642668,0.7732283485249176,0.0,
11,2,,0.15200000000000002,0.07692307692307687,0.6148227571490692,0.39124356362925566,0.0,
12,6,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,31
Rule:,0142144332424
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9437171611193822,2.1339375660949167,0.0,
1,9,,0.912,0.8461538461538461,2.086776847907117,2.1920058354921066,0.0,
2,8,,0.792,0.7692307692307692,2.1447662162767904,2.1339375660949167,0.0,
3,6,,0.64,0.6923076923076923,2.1742923539053995,2.161978179679554,0.0,
4,3,,0.56,0.6153846153846154,1.954367825302598,2.038159681645953,0.0,
5,1,,0.536,0.5384615384615384,1.9117052462489255,1.8919954870390203,0.0,
6,5,,0.392,0.46153846153846156,1.6748634541036904,1.8230264907128848,0.0,
7,7,,0.248,0.3846153846153846,1.1450217660235,1.4885252948977485,0.0,
8,4,,0.128,0.3076923076923077,0.641042722752626,1.1401156785146092,0.0,
9,2,,0.07999999999999996,0.23076923076923073,0.4726824621407282,0.9912642605354289,0.0,
10,11,,0.05600000000000005,0.15384615384615385,0.31135737042928313,0.6193821946787638,0.0,
11,10,,0.008000000000000007,0.07692307692307687,0.06722154475830686,0.39124356362925566,0.0,
12,12,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,32
Rule:,0214214441233
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.6844002217516427,2.199687794731328,0.0,
1,8,,0.872,0.8461538461538461,2.0371561834727414,2.2954656791802917,0.0,
2,12,,0.864,0.7692307692307692,2.019222137045387,2.237397409783102,0.0,
3,3,,0.784,0.6923076923076923,2.0945885949927465,2.199687794731328,0.0,
4,6,,0.632,0.6153846153846154,2.0305024916495515,2.075869296697727,0.0,
5,10,,0.5840000000000001,0.5384615384615384,1.9716339686626065,1.9877733714879842,0.0,
6,4,,0.46399999999999997,0.46153846153846156,1.6540231855143201,1.823026490712885,0.0,
7,11,,0.43999999999999995,0.3846153846153846,1.5110876021278128,1.4885252948977485,0.0,
8,2,,0.392,0.3076923076923077,1.451688553722483,1.352030101757953,0.0,
9,1,,0.368,0.23076923076923073,1.3044781490655617,0.9912642605354289,0.0,
10,5,,0.22399999999999998,0.15384615384615385,0.978028471326194,0.7732283485249176,0.0,
11,7,,0.07999999999999996,0.07692307692307687,0.4021791902022729,0.39124356362925566,0.0,
12,9,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,33
Rule:,0234223214142
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9229700458149699,2.1339375660949167,0.0,
1,8,,0.872,0.8461538461538461,2.024801172807186,2.1339375660949167,0.0,
2,10,,0.8240000000000001,0.7692307692307692,1.8760194079616372,1.922023142851573,0.0,
3,5,,0.6799999999999999,0.6923076923076923,1.9596624602025265,1.95006375643621,0.0,
4,6,,0.528,0.6153846153846154,1.690764969188023,1.8262452584026092,0.0,
5,4,,0.40800000000000003,0.5384615384615384,1.5485143273804787,1.7758589482446405,0.0,
6,1,,0.384,0.46153846153846156,1.503345193601497,1.669180336866731,0.0,
7,9,,0.30400000000000005,0.3846153846153846,1.326886698786658,1.5465935642949382,0.0,
8,2,,0.256,0.3076923076923077,1.0701194164676129,1.198183947911799,0.0,
9,3,,0.17600000000000005,0.23076923076923073,0.7723837682023824,0.9912642605354289,0.0,
10,12,,0.16800000000000004,0.15384615384615385,0.7525101389436977,0.7732283485249176,0.0,
11,7,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0,
12,11,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,34
Rule:,0243433413244
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.7422898910085745,2.038159681645953,0.0,
1,5,,0.848,0.8461538461538461,2.1073572631392503,2.1339375660949167,0.0,
2,9,,0.768,0.7692307692307692,2.1479845557285033,2.1339375660949167,0.0,
3,3,,0.688,0.6923076923076923,2.1073572631392503,2.038159681645953,0.0,
4,4,,0.5680000000000001,0.6153846153846154,2.0600789275662716,2.038159681645953,0.0,
5,11,,0.544,0.5384615384615384,2.0344687466277263,1.9877733714879842,0.0,
6,6,,0.392,0.46153846153846156,1.5412116469565733,1.669180336866731,0.0,
7,12,,0.384,0.3846153846153846,1.5280695038786973,1.5465935642949382,0.0,
8,2,,0.33599999999999997,0.3076923076923077,1.4352274304631671,1.352030101757953,0.0,
9,7,,0.19199999999999995,0.23076923076923073,0.8888879350217682,0.9912642605354289,0.0,
10,8,,0.07199999999999995,0.15384615384615385,0.3733433210798536,0.6193821946787638,0.0,
11,1,,0.04800000000000004,0.07692307692307687,0.2778395739583094,0.39124356362925566,0.0,
12,10,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,35
Rule:,0333322132234
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.5652938889729033,1.8919954870390203,0.0,
1,1,,0.968,0.8461538461538461,1.6717105528264362,2.038159681645953,0.0,
2,4,,0.848,0.7692307692307692,1.9072019368560804,2.103909910282364,0.0,
3,8,,0.728,0.6923076923076923,1.9072019368560804,2.103909910282364,0.0,
4,10,,0.6799999999999999,0.6153846153846154,1.9280877038162214,2.075869296697727,0.0,
5,7,,0.536,0.5384615384615384,1.5134707126486768,1.7758589482446405,0.0,
6,9,,0.45599999999999996,0.46153846153846156,1.466521320752308,1.669180336866731,0.0,
7,6,,0.30400000000000005,0.3846153846153846,1.235341429300254,1.4885252948977485,0.0,
8,5,,0.16000000000000003,0.3076923076923077,0.6801330677791191,1.1401156785146092,0.0,
9,12,,0.15200000000000002,0.23076923076923073,0.6148227571490692,0.7793498372920852,0.0,
10,2,,0.10399999999999998,0.15384615384615385,0.4815485438118001,0.6193821946787638,0.0,
11,3,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0,
12,11,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,36
Rule:,0433243131323
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.890760408427537,2.045841640885174,0.0,
1,5,,0.848,0.8461538461538461,1.9449456533936358,2.045841640885174,0.0,
2,10,,0.8,0.7692307692307692,2.007307704416868,2.1339375660949167,0.0,
3,1,,0.776,0.6923076923076923,1.8972705398482175,1.884313527799799,0.0,
4,8,,0.656,0.6153846153846154,1.932894105880583,1.884313527799799,0.0,
5,12,,0.648,0.5384615384615384,1.9305484074085715,1.8339272176418302,0.0,
6,4,,0.528,0.46153846153846156,1.6380909180604963,1.669180336866731,0.0,
7,9,,0.44799999999999995,0.3846153846153846,1.5191712395509462,1.4885252948977485,0.0,
8,2,,0.4,0.3076923076923077,1.4629331792699611,1.352030101757953,0.0,
9,7,,0.256,0.23076923076923073,0.9355594383108072,0.9912642605354289,0.0,
10,6,,0.10399999999999998,0.15384615384615385,0.562600926890177,0.7732283485249176,0.0,
11,3,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0,
12,11,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,37
Rule:,0224342234224
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.595286775480171,1.7381493331928661,0.0,
1,9,,0.912,0.8461538461538461,1.8128506944555136,1.8339272176418302,0.0,
2,1,,0.888,0.7692307692307692,1.8632722768293,1.922023142851573,0.0,
3,4,,0.768,0.6923076923076923,1.8714713087031773,1.8262452584026092,0.0,
4,2,,0.72,0.6153846153846154,1.9010357777458968,1.8262452584026092,0.0,
5,3,,0.64,0.5384615384615384,1.841534516637976,1.7381493331928664,0.0,
6,6,,0.488,0.46153846153846156,1.7522167306783305,1.669180336866731,0.0,
7,5,,0.344,0.3846153846153846,1.299347597692293,1.4885252948977485,0.0,
8,8,,0.22399999999999998,0.3076923076923077,0.8171962186575668,1.1401156785146092,0.0,
9,12,,0.21599999999999997,0.23076923076923073,0.7527960664084546,0.7793498372920852,0.0,
10,10,,0.16800000000000004,0.15384615384615385,0.6531091121418667,0.6193821946787638,0.0,
11,11,,0.14400000000000002,0.07692307692307687,0.5946193440950123,0.39124356362925566,0.0,
12,7,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,38
Rule:,0344224312144
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9742850627058806,2.1339375660949167,0.0,
1,9,,0.912,0.8461538461538461,2.2047701083726885,2.1920058354921066,0.0,
2,12,,0.904,0.7692307692307692,2.218719218941711,2.2577560641285177,0.0,
3,3,,0.8240000000000001,0.6923076923076923,2.296538115676724,2.2577560641285177,0.0,
4,10,,0.776,0.6153846153846154,2.2736330335697947,2.133937566094917,0.0,
5,4,,0.656,0.5384615384615384,2.215096307796115,1.9877733714879842,0.0,
6,8,,0.536,0.46153846153846156,1.8324550731474658,1.669180336866731,0.0,
7,6,,0.384,0.3846153846153846,1.5388306482556566,1.5465935642949382,0.0,
8,1,,0.36,0.3076923076923077,1.4905773034149425,1.352030101757953,0.0,
9,2,,0.31200000000000006,0.23076923076923073,1.3055366329943499,1.1451104143815827,0.0,
10,7,,0.16800000000000004,0.15384615384615385,0.7525101389436977,0.7732283485249176,0.0,
11,11,,0.14400000000000002,0.07692307692307687,0.5946193440950123,0.39124356362925566,0.0,
12,5,,0.0,0.0,-0.0,-0.0,0.0,


Experiment #:,39
Rule:,0111343432311
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.8349579627903716,2.0381596816459533,0.0,
1,9,,0.912,0.8461538461538461,1.7962822279412785,1.8843135277997989,0.0,
2,8,,0.792,0.7692307692307692,1.9638020325949077,1.922023142851573,0.0,
3,4,,0.6719999999999999,0.6923076923076923,1.9584621888625344,1.8843135277997989,0.0,
4,3,,0.5920000000000001,0.6153846153846154,1.8488793760807125,1.8843135277997989,0.0,
5,1,,0.5680000000000001,0.5384615384615384,1.7962089977661488,1.8339272176418302,0.0,
6,5,,0.42400000000000004,0.46153846153846156,1.616912798077688,1.669180336866731,0.0,
7,6,,0.272,0.3846153846153846,1.2378081387641386,1.4885252948977485,0.0,
8,2,,0.22399999999999998,0.3076923076923077,1.0557045188825673,1.352030101757953,0.0,
9,7,,0.07999999999999996,0.23076923076923073,0.47985523775864636,0.9912642605354289,0.0,
10,11,,0.05600000000000005,0.15384615384615385,0.3444910460298935,0.7732283485249176,0.0,
11,12,,0.04800000000000004,0.07692307692307687,0.2778395739583094,0.39124356362925566,0.0,
12,10,,0.0,0.0,-0.0,-0.0,0.0,
